UUID,screw_type
13bd1804-6e0d-4584-96f6-55bd7ee98a71,SLOT
13c89471-401a-46e4-b4cb-37ecc18e78d3,HEX
13c8ed6e-8ca8-4d41-9dd5-0d45d15ad26d,SLOT
13cdf9f2-7a29-4272-bd6b-3377ef704806,PZ
13d5c32a-9106-42e4-a595-802b86cece84,PH
13e9f6d5-c968-4d70-9f61-116095e7ff62,SLOT
13f25540-abb5-4451-b5bf-5a0d98e8d35a,HEX
140181c2-bc7a-4b5a-b731-345a9f5a2a28,HH
1406ac90-19b8-4534-86fe-461d990726f2,SLOT
140aece9-8b28-4302-9e87-a94df2462d36,SLOT
143095f0-1c74-43c4-a446-b276ede25fae,HEX
144e6554-3756-47cb-99a3-40234da8ee9e,HH
14671420-b22c-423b-87de-4bfe8a5702a6,HH
1488f488-72c7-4eca-a586-23f2a94d68af,HEX
14909e33-5a5b-482a-9dbc-e4c1342edf7a,PH
14c5ce7f-3338-4627-9eb5-81ec77838411,PH
14e5537e-b5d1-4595-8fc1-69163cf30cd3,HH
15127a52-90f9-49fe-9ef0-fb3f33607160,HH
152248bb-cc25-4bbc-8900-5ff7d4263e30,TORX
1525ee53-de84-4c93-83e5-8a389a37e940,PZ
15271d96-04d4-4733-822a-4943056a42ab,HEX
153cbc35-d259-4b77-b406-158d34427830,TORX
153efe3b-9031-4dca-a010-e9f3c4b36272,HEX
154b7030-6c51-4909-9c15-c5b83c5c8452,TORX
15596f69-80fa-4ff0-a137-c970413258a1,HEX
156e49e3-ba94-4ede-84b4-4e4dc6107d5c,HH
157ab315-4547-4c1d-8efa-6a0ef2139b2e,SLOT
1587b70f-e3c8-4233-aedc-f1b193ae6ca9,PH
15ab9306-0813-45f7-a4b5-454f267dd439,PH
15e38ee9-a934-4419-8609-504a8cf71b96,HH
15f080a3-0c9d-45f8-b147-e03333d18fc3,PH
16106b96-f192-44e5-8828-988a8c9d7b83,HEX
162a0568-2397-43bb-bedc-3c4f68c7a059,SLOT
16424c04-69bb-4cc8-a110-bb6d22e103b2,SLOT
164dc7d4-0957-4d1e-91d1-8f687cd1e4f8,SLOT
164dee7f-47f3-48d1-af6b-0e91426f63a0,SLOT
16754001-bc1b-45ec-8081-5e66275b09da,PZ
16907403-12be-4265-b566-3a53654429d6,HH
1696cd03-bf34-420b-abcf-bd5bb67ef616,HH
16a03e27-3096-49f0-87aa-425c038a4237,HEX
16c0e13c-f055-41a4-aaac-2dbc2bb0a98a,TORX
16c3f043-73c5-4f78-9c61-53a53d725430,HH
16ccbaf9-54f8-4325-8372-a96170079f52,HH
16cebc03-db54-45c7-b720-0493b4cd2b5d,SLOT
16d0dd9a-df3c-4733-87e7-7b6e84e1f1aa,TORX
16e63983-fa42-4e0f-9782-0f9b2e9e1519,HEX
1710824d-81c1-44ec-8f39-c4f3a0762632,HH
171bae3e-5beb-4f87-a835-9b938eeb2c7b,SLOT
17320f34-05f9-4e00-b03e-d8818bbd9653,HH
17456ec3-a0b8-402d-9639-4fe4b4d614c8,HEX
177a4846-f5e7-4edb-94fc-a2e51f64e627,HH
17ad6205-aa72-4648-9f8a-5810ff7a2cfc,HEX
17b058af-e349-44c6-9734-e2b5cea84324,HH
17b1875e-27ce-413d-ba9d-5502e0273a7e,PH
17b87f58-db73-4602-9b11-18e990492cf6,HH
17c91a12-5b65-46f5-91a8-7a4310fcf9df,SLOT
17d5e045-996d-4438-a60a-18f3de8548da,TORX
17ec7209-4b68-4386-9286-a8ea3ca54fd9,PH
17fc5460-de7a-4639-93eb-7914f9912bf1,PZ
1807a991-2fba-4e02-b2c4-5daabfdd93b7,HEX
181739b0-41ef-46a4-8088-9bfbcc77bf62,PZ
183ff6c1-7cb0-4a15-b69f-997413d734e9,SLOT
185157ee-cfd6-4d1b-a1dc-469d09ee31d9,HEX
18611f9a-b928-4acb-95d5-b3490335f537,HH
18669c85-1a4a-40dc-b2d5-2e0a3e306662,HEX
18912668-bc88-4631-8021-df5e9d53bd40,HEX
189b03f5-93d3-4ecc-8a18-906940f7256d,SLOT
18a98652-5c3d-4e6e-9e52-c67e89f76d74,PH
18b32625-a929-4425-9b41-8172beb7bb6f,HH
18b5116e-5a39-42d9-99e4-c124bd19e375,HEX
18b52b86-a4f4-45d0-9764-cca71bc2c1e4,PH
18c37117-0f35-4d88-8faf-5180ea58f1cd,HEX
18efa1a4-ddc0-48c8-9d50-ae9c974eee33,SLOT
18fa4c28-9d52-4866-9029-a50b7307ff7c,SLOT
190b3c2f-395c-4719-9048-5417c2f8e621,HEX
1927a7a0-a203-4e38-b729-737f3c9b8d5b,SLOT
193978a6-3b5c-408c-8de2-d91bf6b326dd,HEX
1954e7ba-9d14-4462-8778-392ad16012a1,PH
197ee1e6-f227-4117-a551-f5432040605e,HH
19892185-609e-4dd0-8bed-e1552cf5e788,HH
198df4f0-b0f8-4cb5-895d-1b3285a8101f,HH
1998693f-1a17-4b1a-8928-a0a96bd010b7,HEX
19a18990-ce38-49f4-881e-0f2bfd41c04d,PZ
19a3c325-69ec-42fb-b541-cc14c822c464,PH
19aa3b08-3b84-45eb-828f-e68abc488c0d,TORX
1a05f57d-ee53-4a10-8fb9-08bfe9dedc57,HEX
1a2f9d65-29c0-4f24-83b5-08c65fc22cef,HEX
1a41dfef-44ab-460a-9ddf-b552978e3d3c,PH
1a50af84-3343-4168-9229-be9af88c0033,TORX
1a68179d-9a3e-46ac-83c5-5544bb9efab0,PH
1a7ff247-6b74-4b05-a4e0-86cb9f1ebd67,HH
1a8388a0-4f33-40cb-bdc9-b867c444a8db,HEX
1a8da7fc-cbef-432d-983c-a6e18442e603,PH
1a96fc31-e39c-4338-8d95-31e73e91504c,HEX
1a9c2c3f-dc52-4f1d-a122-67a6330d05d3,HH
1aab5c00-89ed-4738-85ec-15dca5801d2f,TORX
1ab60be3-e614-4bc5-9389-84d4e587886e,HEX
1ac36d25-03d6-449b-b8d5-6695954b08ad,HH
1ac3a356-9c2c-4182-8e8f-af76788e15dd,TORX
1adfcc08-58e6-480d-af00-0a5769f73265,HH
1af54fcb-6e0e-4a39-9232-d639fcaa80e3,SLOT
1afc94b5-cc2a-449c-9344-ed884dc7f2e5,HEX
1b11e680-8176-421a-8359-f5bc758a62fd,TORX
1b24c6af-26ad-478f-830f-e5cee45b21fe,SLOT
1b29c4dc-303f-4411-900a-fc4bca1bf0e3,TORX
1b4a5812-66e3-4601-8d61-3669161fffc7,PZ
1b6bf95d-7f08-4e6a-9dd0-3abd457b2d09,SLOT
1b6f1cf3-ee63-4c0b-87d8-948dcef9a727,HH
1b79e6d3-84e8-4e81-9d4f-4b79c966b9aa,HH
1b8f7f80-8b10-4fed-9984-75aad475c1d1,SLOT
1b8f8c51-bb13-4e97-ae95-9a35c8e143bb,HEX
1b9aaa5c-de15-42fa-8bf2-86bdbcac206a,HEX
1ba19c0d-b6e4-45cc-a194-576b30079f1a,TORX
1baf051d-10b9-44cd-9d28-6701cb5bbbed,SLOT
1bd60356-612b-4a71-8747-31cdbe7a0d86,SLOT
1bebbb1d-3209-4588-b44a-a64d1b4ec3ae,PZ
1bff99bc-f3be-4f8e-b20a-e1e52f76fab4,TORX
1c382283-b784-4d1d-a7aa-287b1ee2b9d3,HH
1c3b307b-2e9a-4af9-bd6a-5a3107442e12,TORX
1c4a5782-c1f0-4a9c-90c1-3bd9f82337c1,HH
1c51610e-cce2-4bb2-aac9-54f13a8cea53,HH
1c61b352-f897-48e8-bdb0-cb67bae153be,SLOT
1c6479d6-6835-47e8-a420-5be83d2dc443,HEX
1c6f2383-a67f-49fd-a48d-570d67245426,SLOT
1c84a10f-7dc5-4ebe-8764-5c28b27f162e,PH
1c8cbeb6-cf83-4734-b367-7f4ea51fa9fc,HEX
1c931a9b-9b74-4693-b936-986d22195f32,HEX
1cc4e8a4-0d0e-4a43-a577-9846b02c2baf,PH
1ccf8c56-bf1a-43bd-a7c1-a50a1283089c,HH
1ceb56d8-b61c-4e49-bbda-de520d7bfc50,TORX
1cf4ec74-e4e1-4ab8-baa3-eb4bc0ac84ef,SLOT
1cf9f8bf-f81e-4afa-91ce-40f26b2379e0,HH
1cfa9015-9909-4104-a16a-f55da0556d84,HEX
1cfdba84-3dc6-4a1f-8070-7bbb30721c77,PH
1d0c43e9-9d61-4b55-8118-c33282165d0f,HEX
1d187ea9-9944-42eb-a673-837986b7cd36,HH
1d2bdb9d-468e-4d65-b527-116b66e8e13a,TORX
1d318934-2c55-4a92-8123-e167f354ff36,HH
1d585244-03f0-4bb8-acf7-6a18015a61ba,HH
1d5eebe8-996a-4bd6-8510-8dc5cc8f7f12,SLOT
1d6a77a5-8300-4b79-bd65-939e15ed3f2b,PZ
1d775ae9-df1b-40cf-a0a4-6f417fa4f9b3,HEX
1d8b4728-c491-476b-8c53-b6637ad2dac7,PZ
1d998c79-7ad4-408c-ab43-b614042a2a15,PZ
1db63205-a070-473a-aa4c-bf68ad56f989,SLOT
1db6580a-df4a-4752-a2b1-c3706fdcf5dc,PZ
1dc38a9c-678d-46fd-a648-5a32b4983732,HH
1dfd61b3-9aaa-4aea-903c-cc9a99c7e728,HH
1e0d2643-d06d-41d2-b9ef-55f0240840d1,HH
1e12052e-10af-4e2c-af7e-7a62503c3e0f,HEX
1e2264be-532d-4f28-bd96-bf4b4932f728,SLOT
1e313922-78d0-4120-9db1-2b7e5bec1b82,SLOT
1e32e8ab-2bb4-4090-a4c6-f86eb2dc3f17,HEX
1e372a7a-ef36-44db-b6d0-c10e56942200,PH
